transaction_id,business_id,amount,timestamp,payee,payment_type,device_id,location,is_new_payee,is_new_device,historical_avg_amount
TXN00229,B001,727.07,2026-06-06 13:49:00,Payee_079,DIRECT_DEBIT,DEV_013,Brisbane,True,False,1300
TXN00230,B004,5349.98,2026-07-08 11:35:00,Payee_049,BPAY,DEV_006,Adelaide,False,False,4519
TXN00231,B005,3261.93,2026-07-19 09:09:00,Payee_049,DIRECT_DEBIT,DEV_005,Perth,False,False,2919
TXN00232,B001,1883.97,2026-07-07 15:48:00,Payee_035,BANK_TRANSFER,DEV_005,Melbourne,False,False,3025
TXN00233,B005,4470.07,2026-06-13 13:05:00,Payee_077,DIRECT_DEBIT,DEV_011,Perth,True,False,4697
TXN00234,B001,2566.37,2026-06-17 17:10:00,Payee_088,BPAY,DEV_006,Sydney,False,False,2488
TXN00235,B002,1119.66,2026-06-22 12:50:00,Payee_010,BPAY,DEV_009,Sydney,False,False,1018
TXN00236,B005,2467.27,2026-08-09 15:08:00,Payee_039,BANK_TRANSFER,DEV_013,Brisbane,False,False,2101
TXN00237,B003,3148.04,2026-06-07 18:08:00,Payee_039,BPAY,DEV_020,Sydney,False,False,4106
TXN00238,B004,4347.14,2026-05-26 12:40:00,Payee_063,DIRECT_DEBIT,DEV_008,Brisbane,False,False,3114
TXN00239,B004,4338.28,2026-06-14 17:11:00,Payee_088,DIRECT_DEBIT,DEV_001,Perth,False,False,3490
TXN00240,B003,1291.23,2026-05-28 14:31:00,Payee_018,DIRECT_DEBIT,DEV_010,Sydney,False,False,1066
TXN00241,B004,6040.66,2026-06-09 15:25:00,Payee_069,DIRECT_DEBIT,DEV_014,Adelaide,True,False,3588
TXN00242,B005,1605.89,2026-07-22 09:42:00,Payee_086,BPAY,DEV_006,Adelaide,True,False,1196
TXN00243,B004,4049.37,2026-08-10 08:16:00,Payee_029,DIRECT_DEBIT,DEV_017,Adelaide,False,False,3216
TXN00244,B004,3361.92,2026-06-24 14:49:00,Payee_087,DIRECT_DEBIT,DEV_017,Sydney,False,True,3564
TXN00245,B001,1309.04,2026-08-04 09:22:00,Payee_040,BPAY,DEV_015,Sydney,False,False,2920
TXN00246,B001,5404.54,2026-07-13 15:04:00,Payee_039,BANK_TRANSFER,DEV_004,Melbourne,False,False,4089
TXN00247,B002,1710.69,2026-06-12 13:27:00,Payee_060,BANK_TRANSFER,DEV_013,Sydney,False,False,2498
TXN00248,B004,715.51,2026-07-28 17:28:00,Payee_076,BPAY,DEV_013,Melbourne,False,False,739
TXN00249,B001,1459.55,2026-07-12 13:12:00,Payee_059,BANK_TRANSFER,DEV_009,Perth,False,False,1333
TXN00250,B005,2595.35,2026-07-03 17:37:00,Payee_015,BPAY,DEV_012,Perth,False,False,3683
TXN00251,B003,1072.36,2026-07-14 11:07:00,Payee_024,BPAY,DEV_005,Adelaide,False,False,1194
TXN00252,B005,2946.21,2026-07-30 14:31:00,Payee_082,DIRECT_DEBIT,DEV_006,Adelaide,False,False,3643
TXN00253,B002,3661.15,2026-08-21 13:31:00,Payee_018,BANK_TRANSFER,DEV_013,Adelaide,False,False,3077
TXN00254,B004,2767.72,2026-06-21 15:10:00,Payee_011,DIRECT_DEBIT,DEV_001,Sydney,False,False,3904
TXN00255,B005,3253.16,2026-06-13 15:32:00,Payee_015,DIRECT_DEBIT,DEV_004,Brisbane,False,False,2864
TXN00256,B003,6129.11,2026-06-27 08:34:00,Payee_028,BPAY,DEV_004,Sydney,False,False,4940
TXN00257,B004,1942.97,2026-08-07 15:49:00,Payee_031,BANK_TRANSFER,DEV_019,Brisbane,False,False,2652
TXN00258,B004,2556.11,2026-08-05 17:50:00,Payee_027,BANK_TRANSFER,DEV_002,Adelaide,False,False,1859
TXN00259,B005,1551.74,2026-06-10 12:17:00,Payee_066,DIRECT_DEBIT,DEV_004,Sydney,False,False,1879
TXN00260,B001,3738.33,2026-08-06 18:44:00,Payee_017,BANK_TRANSFER,DEV_005,Brisbane,False,False,2771
TXN00261,B004,5508.69,2026-06-30 18:24:00,Payee_058,BANK_TRANSFER,DEV_003,Perth,False,False,4509
TXN00262,B003,5388.02,2026-07-12 15:37:00,Payee_001,DIRECT_DEBIT,DEV_003,Perth,False,False,4224
TXN00263,B001,2315.18,2026-06-20 11:17:00,Payee_042,BPAY,DEV_011,Adelaide,False,False,4878
TXN00264,B004,4618.97,2026-08-16 18:02:00,Payee_013,DIRECT_DEBIT,DEV_015,Melbourne,False,False,3315
TXN00265,B004,6907.71,2026-05-26 11:58:00,Payee_017,DIRECT_DEBIT,DEV_010,Sydney,False,False,4239
TXN00266,B001,3461.23,2026-08-12 12:23:00,Payee_086,DIRECT_DEBIT,DEV_006,Melbourne,False,False,3452
TXN00267,B002,3139.75,2026-07-26 08:30:00,Payee_010,BANK_TRANSFER,DEV_019,Sydney,False,False,4016
TXN00268,B001,2243.01,2026-06-29 09:44:00,Payee_017,BPAY,DEV_003,Sydney,False,False,3314
TXN00269,B001,1076.08,2026-07-05 10:49:00,Payee_097,BANK_TRANSFER,DEV_005,Melbourne,False,True,1345
TXN00270,B002,6056.89,2026-07-26 13:40:00,Payee_096,BANK_TRANSFER,DEV_014,Adelaide,False,False,4105
TXN00271,B001,1431.08,2026-07-09 14:27:00,Payee_041,BANK_TRANSFER,DEV_008,Brisbane,False,False,1323
TXN00272,B005,3113.9,2026-05-30 08:56:00,Payee_039,BANK_TRANSFER,DEV_017,Adelaide,False,False,2834
TXN00273,B003,1035.68,2026-06-20 11:24:00,Payee_015,BANK_TRANSFER,DEV_016,Adelaide,True,False,947
TXN00274,B001,1956.33,2026-08-06 13:24:00,Payee_073,BPAY,DEV_012,Adelaide,False,False,3458
TXN00275,B001,613.39,2026-08-17 11:59:00,Payee_008,BPAY,DEV_017,Brisbane,False,False,636
TXN00276,B004,3882.71,2026-08-12 14:40:00,Payee_069,DIRECT_DEBIT,DEV_020,Sydney,False,False,3969
TXN00277,B005,2474.31,2026-07-03 13:37:00,Payee_082,DIRECT_DEBIT,DEV_003,Brisbane,False,False,2164
TXN00278,B002,951.26,2026-08-11 11:59:00,Payee_056,BANK_TRANSFER,DEV_015,Adelaide,False,False,974
TXN00279,B002,1678.11,2026-08-02 08:31:00,Payee_045,DIRECT_DEBIT,DEV_017,Brisbane,False,False,1478
TXN00280,B003,1482.84,2026-07-11 08:51:00,Payee_055,BPAY,DEV_017,Melbourne,False,False,1467
TXN00281,B001,3528.23,2026-06-11 15:10:00,Payee_048,BANK_TRANSFER,DEV_009,Melbourne,False,False,4564
TXN00282,B001,2526.6,2026-08-22 16:02:00,Payee_002,BANK_TRANSFER,DEV_002,Perth,False,False,2371
TXN00283,B002,376.0,2026-06-30 18:14:00,Payee_042,BANK_TRANSFER,DEV_014,Brisbane,False,False,789
TXN00284,B003,1211.14,2026-05-28 16:57:00,Payee_007,BANK_TRANSFER,DEV_008,Adelaide,False,False,1478
TXN00285,B001,5547.07,2026-07-12 12:05:00,Payee_071,BPAY,DEV_001,Brisbane,False,False,4310
TXN00286,B003,1687.83,2026-07-06 15:37:00,Payee_064,BANK_TRANSFER,DEV_018,Sydney,False,False,2487
TXN00287,B001,1581.2,2026-07-11 08:00:00,Payee_098,DIRECT_DEBIT,DEV_013,Brisbane,False,False,2408
TXN00288,B002,3577.71,2026-08-15 15:09:00,Payee_092,BPAY,DEV_003,Melbourne,False,False,3939
TXN00289,B005,3598.15,2026-06-09 09:06:00,Payee_065,BANK_TRANSFER,DEV_013,Melbourne,False,False,3883
TXN00290,B002,1878.2,2026-07-20 12:54:00,Payee_041,BPAY,DEV_011,Brisbane,False,False,2439
TXN00291,B002,1715.09,2026-08-09 10:10:00,Payee_058,BPAY,DEV_011,Perth,False,False,1615
TXN00292,B002,2833.89,2026-06-24 12:16:00,Payee_016,BANK_TRANSFER,DEV_006,Brisbane,False,False,4202
TXN00293,B001,2519.97,2026-07-22 09:22:00,Payee_051,DIRECT_DEBIT,DEV_002,Brisbane,False,False,2261
TXN00294,B001,3083.42,2026-06-12 15:47:00,Payee_071,BANK_TRANSFER,DEV_004,Perth,False,False,3812
TXN00295,B001,837.82,2026-08-06 11:12:00,Payee_052,BPAY,DEV_003,Adelaide,False,False,597
TXN00296,B001,789.61,2026-07-28 09:57:00,Payee_083,BPAY,DEV_005,Melbourne,False,False,678
TXN00297,B003,1905.81,2026-06-10 10:27:00,Payee_093,BPAY,DEV_016,Melbourne,False,False,1503
TXN00298,B003,2424.35,2026-07-18 10:17:00,Payee_058,BANK_TRANSFER,DEV_002,Adelaide,False,False,2258
TXN00299,B003,3351.88,2026-08-11 08:17:00,Payee_050,BANK_TRANSFER,DEV_014,Sydney,False,False,4586
TXN00300,B002,5775.65,2026-07-05 08:50:00,Payee_092,BPAY,DEV_016,Adelaide,False,False,4953
TXN00301,B005,4216.56,2026-07-13 08:38:00,Payee_029,BANK_TRANSFER,DEV_009,Melbourne,False,False,4615
TXN00302,B003,2836.13,2026-08-10 10:15:00,Payee_085,BANK_TRANSFER,DEV_009,Adelaide,False,False,2406
TXN00303,B001,843.13,2026-07-08 14:59:00,Payee_023,BANK_TRANSFER,DEV_008,Adelaide,False,False,2297
TXN00304,B003,492.71,2026-06-11 13:36:00,Payee_019,DIRECT_DEBIT,DEV_007,Perth,False,False,731
TXN00305,B001,1633.37,2026-06-16 08:30:00,Payee_001,BPAY,DEV_020,Sydney,False,False,1239
TXN00306,B002,3519.3,2026-08-20 08:09:00,Payee_076,DIRECT_DEBIT,DEV_005,Melbourne,False,False,3150
TXN00307,B001,3190.55,2026-08-10 17:21:00,Payee_039,BPAY,DEV_005,Sydney,False,False,3560
TXN00308,B004,2003.91,2026-05-24 10:35:00,Payee_089,DIRECT_DEBIT,DEV_012,Sydney,False,False,3099
TXN00309,B004,2949.83,2026-08-22 10:44:00,Payee_074,BPAY,DEV_019,Melbourne,False,False,3013
TXN00310,B005,1829.25,2026-06-11 18:06:00,Payee_064,BANK_TRANSFER,DEV_011,Melbourne,False,False,2309
TXN00311,B002,1424.63,2026-06-26 13:00:00,Payee_034,BANK_TRANSFER,DEV_008,Melbourne,False,False,1226
TXN00312,B001,594.35,2026-06-27 14:46:00,Payee_054,BANK_TRANSFER,DEV_014,Perth,False,False,894
TXN00313,B004,1608.59,2026-05-31 17:48:00,Payee_088,BANK_TRANSFER,DEV_006,Perth,True,False,1330
TXN00314,B003,406.45,2026-07-20 13:06:00,Payee_010,BPAY,DEV_006,Perth,False,False,664
TXN00315,B001,2332.25,2026-05-24 15:01:00,Payee_056,DIRECT_DEBIT,DEV_006,Adelaide,False,False,3268
TXN00316,B001,2595.12,2026-07-29 11:26:00,Payee_090,DIRECT_DEBIT,DEV_018,Brisbane,False,False,3212
TXN00317,B001,682.27,2026-08-03 15:03:00,Payee_047,BANK_TRANSFER,DEV_014,Melbourne,False,False,906
TXN00318,B005,5306.69,2026-08-10 11:01:00,Payee_027,BANK_TRANSFER,DEV_010,Melbourne,False,False,4434
TXN00319,B004,2758.51,2026-06-01 09:34:00,Payee_050,BANK_TRANSFER,DEV_012,Perth,False,False,4357
TXN00320,B003,4205.26,2026-07-20 15:14:00,Payee_035,DIRECT_DEBIT,DEV_002,Sydney,False,False,4102
TXN00321,B001,3622.37,2026-07-24 17:35:00,Payee_008,BPAY,DEV_017,Perth,False,False,3316
TXN00322,B004,1843.44,2026-07-15 15:05:00,Payee_051,DIRECT_DEBIT,DEV_002,Adelaide,False,False,2430
TXN00323,B005,2229.55,2026-08-01 10:13:00,Payee_025,BANK_TRANSFER,DEV_002,Perth,True,False,1707
TXN00324,B002,2204.6,2026-07-20 17:20:00,Payee_094,BANK_TRANSFER,DEV_003,Perth,False,False,1711
TXN00325,B003,2421.94,2026-06-08 17:33:00,Payee_054,BANK_TRANSFER,DEV_014,Sydney,False,False,4757
TXN00326,B001,1545.33,2026-08-10 17:50:00,Payee_037,DIRECT_DEBIT,DEV_012,Perth,False,False,1365
TXN00327,B005,5228.73,2026-06-04 10:38:00,Payee_088,DIRECT_DEBIT,DEV_013,Melbourne,False,False,4375
TXN00328,B002,945.26,2026-07-19 15:57:00,Payee_048,BANK_TRANSFER,DEV_011,Brisbane,False,False,903
TXN00329,B001,3430.12,2026-07-12 15:17:00,Payee_094,BPAY,DEV_020,Melbourne,False,False,2367
TXN00330,B004,6726.6,2026-07-06 16:52:00,Payee_008,DIRECT_DEBIT,DEV_006,Melbourne,False,False,4468
TXN00331,B002,5004.93,2026-07-28 11:53:00,Payee_008,BANK_TRANSFER,DEV_002,Perth,True,False,4794
TXN00332,B002,2629.67,2026-06-24 13:32:00,Payee_051,DIRECT_DEBIT,DEV_004,Melbourne,False,False,2744
TXN00333,B004,2491.25,2026-07-09 16:22:00,Payee_021,BPAY,DEV_003,Brisbane,True,True,1954
TXN00334,B005,2097.97,2026-06-01 11:14:00,Payee_087,BANK_TRANSFER,DEV_009,Perth,False,False,2255
TXN00335,B001,5726.81,2026-08-21 17:14:00,Payee_033,DIRECT_DEBIT,DEV_010,Brisbane,False,False,4383
TXN00336,B003,3448.46,2026-07-26 12:29:00,Payee_039,DIRECT_DEBIT,DEV_017,Adelaide,False,False,4260
TXN00337,B005,2456.79,2026-07-15 12:43:00,Payee_014,BPAY,DEV_003,Brisbane,False,False,3565
TXN00338,B003,2305.48,2026-05-31 18:19:00,Payee_025,BANK_TRANSFER,DEV_017,Sydney,False,False,2639
TXN00339,B005,3042.8,2026-05-31 08:31:00,Payee_038,BPAY,DEV_014,Perth,False,True,3810
TXN00340,B005,1398.12,2026-07-25 13:43:00,Payee_069,DIRECT_DEBIT,DEV_016,Brisbane,False,False,2055
TXN00341,B005,1831.07,2026-06-12 12:48:00,Payee_024,DIRECT_DEBIT,DEV_011,Melbourne,False,False,1983
TXN00342,B003,5014.52,2026-07-06 13:16:00,Payee_075,BPAY,DEV_015,Melbourne,False,False,3944
TXN00343,B005,907.61,2026-05-27 09:24:00,Payee_068,BPAY,DEV_014,Melbourne,False,False,1083
TXN00344,B002,3401.44,2026-06-11 14:57:00,Payee_059,BANK_TRANSFER,DEV_011,Sydney,False,False,3307
TXN00345,B002,3017.53,2026-07-27 12:48:00,Payee_100,BANK_TRANSFER,DEV_019,Sydney,False,False,3067
TXN00346,B001,1531.64,2026-06-28 17:40:00,Payee_055,BPAY,DEV_014,Perth,False,True,1560
TXN00347,B002,5340.09,2026-07-29 16:01:00,Payee_087,BANK_TRANSFER,DEV_008,Sydney,False,False,3556
TXN00348,B002,1122.72,2026-06-19 14:37:00,Payee_040,BANK_TRANSFER,DEV_003,Melbourne,False,False,1341
TXN00349,B005,3478.5,2026-07-10 10:57:00,Payee_063,BPAY,DEV_007,Sydney,False,False,4793
TXN00350,B004,948.21,2026-07-25 11:46:00,Payee_017,BANK_TRANSFER,DEV_001,Adelaide,False,False,656
TXN00351,B001,4063.2,2026-06-04 16:03:00,Payee_077,BANK_TRANSFER,DEV_004,Melbourne,True,False,3573
TXN00352,B004,3128.57,2026-06-13 09:16:00,Payee_061,DIRECT_DEBIT,DEV_005,Sydney,False,False,3615
TXN00353,B003,3180.61,2026-06-04 12:38:00,Payee_090,BANK_TRANSFER,DEV_014,Melbourne,False,False,3947
TXN00354,B003,984.25,2026-06-20 09:12:00,Payee_078,BANK_TRANSFER,DEV_009,Adelaide,False,False,1433
TXN00355,B004,3410.04,2026-05-26 11:59:00,Payee_062,BPAY,DEV_008,Melbourne,True,False,2919
TXN00356,B001,5758.58,2026-08-11 10:49:00,Payee_066,BANK_TRANSFER,DEV_004,Brisbane,False,False,4547
TXN00357,B003,2365.36,2026-08-17 10:54:00,Payee_038,BPAY,DEV_011,Perth,False,False,2663
TXN00358,B001,593.77,2026-05-30 10:41:00,Payee_022,BPAY,DEV_012,Perth,False,False,579
TXN00359,B001,3776.02,2026-07-02 14:29:00,Payee_035,BPAY,DEV_016,Perth,False,False,3552
TXN00360,B001,1353.86,2026-08-02 08:06:00,Payee_054,DIRECT_DEBIT,DEV_016,Adelaide,False,False,1585
TXN00361,B004,2127.31,2026-06-22 10:58:00,Payee_063,BANK_TRANSFER,DEV_014,Perth,True,False,3437
TXN00362,B003,408.23,2026-06-16 18:49:00,Payee_096,DIRECT_DEBIT,DEV_019,Sydney,False,False,601
TXN00363,B003,2926.44,2026-06-28 09:42:00,Payee_094,BANK_TRANSFER,DEV_016,Brisbane,False,False,4752
TXN00364,B002,893.82,2026-06-01 08:59:00,Payee_021,DIRECT_DEBIT,DEV_016,Perth,False,False,947
TXN00365,B004,3244.46,2026-06-19 08:14:00,Payee_071,DIRECT_DEBIT,DEV_013,Perth,False,False,3126
TXN00366,B004,6928.16,2026-06-20 09:28:00,Payee_041,BANK_TRANSFER,DEV_016,Melbourne,False,False,4170
TXN00367,B005,5543.49,2026-06-04 17:40:00,Payee_039,DIRECT_DEBIT,DEV_018,Sydney,False,False,4998
TXN00368,B003,3476.4,2026-07-25 08:54:00,Payee_059,BPAY,DEV_018,Adelaide,False,False,3476
TXN00369,B003,5545.71,2026-08-22 11:21:00,Payee_046,DIRECT_DEBIT,DEV_010,Adelaide,False,False,4207
TXN00370,B001,2354.95,2026-08-05 15:52:00,Payee_092,DIRECT_DEBIT,DEV_014,Melbourne,False,False,1844
TXN00371,B001,4090.03,2026-07-10 11:06:00,Payee_097,BPAY,DEV_002,Adelaide,False,False,3718
TXN00372,B004,6739.27,2026-06-20 10:00:00,Payee_068,DIRECT_DEBIT,DEV_002,Adelaide,False,False,4630
TXN00373,B004,5160.75,2026-07-31 17:46:00,Payee_017,BANK_TRANSFER,DEV_013,Adelaide,False,False,4664
TXN00374,B004,1813.53,2026-05-26 17:48:00,Payee_032,BPAY,DEV_013,Brisbane,False,False,3929
TXN00375,B002,1090.99,2026-07-15 16:53:00,Payee_090,DIRECT_DEBIT,DEV_011,Adelaide,False,False,1631
TXN00376,B005,3462.31,2026-07-09 18:58:00,Payee_087,BANK_TRANSFER,DEV_006,Adelaide,False,False,2880
TXN00377,B001,2350.61,2026-05-24 18:26:00,Payee_087,DIRECT_DEBIT,DEV_018,Brisbane,False,False,3385
TXN00378,B001,4179.08,2026-08-19 09:24:00,Payee_019,BANK_TRANSFER,DEV_002,Sydney,False,False,4782
TXN00379,B003,2690.32,2026-07-27 12:48:00,Payee_070,BANK_TRANSFER,DEV_012,Perth,False,False,2552
TXN00380,B005,2503.36,2026-06-12 18:24:00,Payee_031,DIRECT_DEBIT,DEV_010,Melbourne,False,False,2337
TXN00381,B003,1118.21,2026-06-27 17:53:00,Payee_029,DIRECT_DEBIT,DEV_012,Adelaide,False,False,940
TXN00382,B002,2954.03,2026-07-31 15:43:00,Payee_010,BANK_TRANSFER,DEV_006,Adelaide,False,True,2909
TXN00383,B003,3267.54,2026-08-22 12:21:00,Payee_060,DIRECT_DEBIT,DEV_005,Melbourne,False,False,2664
TXN00384,B001,3683.41,2026-06-10 15:35:00,Payee_046,BANK_TRANSFER,DEV_011,Adelaide,False,False,2967
TXN00385,B001,5420.45,2026-08-11 14:22:00,Payee_029,BANK_TRANSFER,DEV_011,Brisbane,False,False,4638
TXN00386,B005,6121.78,2026-06-12 15:52:00,Payee_097,DIRECT_DEBIT,DEV_001,Melbourne,False,False,4845
TXN00387,B005,3411.31,2026-07-05 13:58:00,Payee_015,BPAY,DEV_009,Adelaide,False,True,2497
TXN00388,B005,3225.6,2026-06-18 16:28:00,Payee_063,BANK_TRANSFER,DEV_010,Sydney,False,False,3571
TXN00389,B001,2664.12,2026-08-22 16:40:00,Payee_009,BANK_TRANSFER,DEV_007,Perth,False,False,1871
TXN00390,B004,1006.75,2026-08-03 18:01:00,Payee_059,DIRECT_DEBIT,DEV_011,Melbourne,False,False,1090
TXN00391,B003,904.54,2026-07-01 12:24:00,Payee_058,DIRECT_DEBIT,DEV_013,Perth,False,False,1077
TXN00392,B001,4483.0,2026-06-01 08:46:00,Payee_080,BANK_TRANSFER,DEV_019,Melbourne,False,False,4881
TXN00393,B005,1239.99,2026-08-11 17:18:00,Payee_098,BPAY,DEV_013,Perth,False,True,1369
TXN00394,B002,6665.08,2026-08-05 11:47:00,Payee_051,DIRECT_DEBIT,DEV_010,Sydney,False,False,4870
TXN00395,B003,413.5,2026-08-17 09:00:00,Payee_074,DIRECT_DEBIT,DEV_013,Adelaide,False,False,591
TXN00396,B002,2967.84,2026-07-01 11:57:00,Payee_083,DIRECT_DEBIT,DEV_005,Sydney,False,False,3316
TXN00397,B003,2676.9,2026-08-16 17:54:00,Payee_097,DIRECT_DEBIT,DEV_015,Adelaide,True,False,2091
TXN00398,B003,1624.59,2026-06-09 11:31:00,Payee_043,BPAY,DEV_005,Sydney,False,False,1304
TXN00399,B002,2413.6,2026-07-14 18:44:00,Payee_075,BANK_TRANSFER,DEV_019,Adelaide,False,False,3103
TXN00400,B004,1918.22,2026-07-13 08:15:00,Payee_029,DIRECT_DEBIT,DEV_014,Brisbane,False,False,1881
TXN00401,B003,3415.07,2026-06-21 12:35:00,Payee_014,BANK_TRANSFER,DEV_020,Melbourne,False,False,4431
TXN00402,B002,5179.77,2026-07-20 11:46:00,Payee_081,BANK_TRANSFER,DEV_003,Melbourne,False,False,4912
TXN00403,B005,3897.46,2026-06-13 08:16:00,Payee_070,DIRECT_DEBIT,DEV_016,Sydney,False,False,3818
TXN00404,B005,2388.08,2026-06-24 10:32:00,Payee_066,BANK_TRANSFER,DEV_013,Brisbane,False,False,2883
TXN00405,B005,1869.56,2026-07-31 10:36:00,Payee_073,DIRECT_DEBIT,DEV_005,Perth,False,True,1858
TXN00406,B004,2068.61,2026-07-20 09:23:00,Payee_030,BANK_TRANSFER,DEV_007,Adelaide,False,False,2398
TXN00407,B004,4445.69,2026-07-12 18:06:00,Payee_091,DIRECT_DEBIT,DEV_009,Brisbane,False,False,4224
TXN00408,B004,3426.01,2026-06-08 13:41:00,Payee_010,DIRECT_DEBIT,DEV_009,Perth,False,False,3600
TXN00409,B004,3709.67,2026-06-06 15:00:00,Payee_065,BANK_TRANSFER,DEV_015,Sydney,False,False,3390
TXN00410,B003,1763.79,2026-07-30 10:10:00,Payee_047,DIRECT_DEBIT,DEV_004,Sydney,False,False,2232
TXN00411,B001,3869.64,2026-08-02 17:41:00,Payee_053,BANK_TRANSFER,DEV_008,Melbourne,False,False,4444
TXN00412,B002,3502.81,2026-06-10 08:09:00,Payee_008,BANK_TRANSFER,DEV_009,Sydney,False,False,4699
TXN00413,B005,842.04,2026-08-12 12:13:00,Payee_058,DIRECT_DEBIT,DEV_016,Perth,False,False,652
TXN00414,B005,1203.53,2026-07-30 17:39:00,Payee_085,DIRECT_DEBIT,DEV_009,Sydney,False,False,1669
TXN00415,B004,1096.17,2026-08-20 09:12:00,Payee_067,DIRECT_DEBIT,DEV_014,Sydney,False,False,1063
TXN00416,B005,1019.42,2026-06-19 16:48:00,Payee_016,BANK_TRANSFER,DEV_016,Sydney,False,False,819
TXN00417,B001,3073.2,2026-05-25 08:33:00,Payee_055,BANK_TRANSFER,DEV_016,Perth,False,False,4034
TXN00418,B005,1256.84,2026-08-05 14:16:00,Payee_062,BANK_TRANSFER,DEV_003,Brisbane,False,False,1300
TXN00419,B003,2892.28,2026-06-10 08:33:00,Payee_016,DIRECT_DEBIT,DEV_001,Perth,False,False,2048
TXN00420,B003,3903.55,2026-08-09 13:09:00,Payee_055,DIRECT_DEBIT,DEV_019,Brisbane,False,False,3849
TXN00421,B005,1428.85,2026-07-27 14:26:00,Payee_071,DIRECT_DEBIT,DEV_016,Sydney,False,False,3495
TXN00422,B003,1503.15,2026-07-09 17:49:00,Payee_091,BPAY,DEV_005,Melbourne,False,False,3012
TXN00423,B002,1394.99,2026-06-13 13:39:00,Payee_090,DIRECT_DEBIT,DEV_002,Sydney,False,False,1321
TXN00424,B001,2106.83,2026-06-07 15:27:00,Payee_012,BANK_TRANSFER,DEV_009,Sydney,False,False,1690
TXN00425,B004,2916.57,2026-08-15 17:49:00,Payee_023,DIRECT_DEBIT,DEV_016,Perth,True,False,3782
TXN00426,B005,2276.12,2026-08-18 11:50:00,Payee_077,DIRECT_DEBIT,DEV_017,Sydney,False,False,2842
TXN00427,B003,1517.28,2026-07-18 09:49:00,Payee_052,BPAY,DEV_013,Perth,False,False,2459
TXN00428,B001,540.18,2026-07-17 16:46:00,Payee_072,DIRECT_DEBIT,DEV_012,Brisbane,False,False,1238
TXN00429,B005,1582.06,2026-07-20 08:11:00,Payee_053,DIRECT_DEBIT,DEV_004,Adelaide,True,False,2093
TXN00430,B001,5039.51,2026-06-15 12:52:00,Payee_074,BPAY,DEV_015,Perth,False,False,4704
TXN00431,B003,3313.21,2026-06-22 08:07:00,Payee_034,BANK_TRANSFER,DEV_013,Sydney,False,False,4258
TXN00432,B003,2000.8,2026-06-17 13:34:00,Payee_002,DIRECT_DEBIT,DEV_009,Sydney,False,False,3878
TXN00433,B003,956.34,2026-07-08 13:13:00,Payee_074,BPAY,DEV_006,Sydney,False,False,1122
TXN00434,B002,2533.12,2026-07-24 11:12:00,Payee_032,DIRECT_DEBIT,DEV_012,Sydney,False,False,2674
TXN00435,B001,3079.92,2026-08-17 16:54:00,Payee_062,BPAY,DEV_020,Brisbane,False,False,4535
TXN00436,B005,1983.59,2026-07-30 15:48:00,Payee_066,BPAY,DEV_013,Sydney,False,False,2750
TXN00437,B005,2740.51,2026-07-09 16:25:00,Payee_088,BANK_TRANSFER,DEV_015,Melbourne,False,False,3966
TXN00438,B001,621.24,2026-07-27 18:24:00,Payee_075,BANK_TRANSFER,DEV_011,Brisbane,False,False,596
TXN00439,B005,2713.45,2026-07-10 17:23:00,Payee_024,BPAY,DEV_014,Sydney,False,False,2653
TXN00440,B003,4844.79,2026-06-26 12:11:00,Payee_074,BANK_TRANSFER,DEV_019,Sydney,False,False,3781
TXN00441,B002,4453.29,2026-06-23 10:51:00,Payee_002,BANK_TRANSFER,DEV_014,Perth,False,False,4040
TXN00442,B005,4241.99,2026-06-21 13:19:00,Payee_033,DIRECT_DEBIT,DEV_019,Melbourne,False,False,4874
TXN00443,B001,2516.48,2026-08-10 18:28:00,Payee_096,BPAY,DEV_009,Brisbane,False,False,2265
TXN00444,B003,2449.8,2026-07-01 08:07:00,Payee_045,DIRECT_DEBIT,DEV_020,Sydney,False,False,3319
TXN00445,B005,2320.38,2026-05-28 13:32:00,Payee_063,DIRECT_DEBIT,DEV_015,Melbourne,False,False,1929
TXN00446,B002,1822.5,2026-07-10 18:26:00,Payee_081,DIRECT_DEBIT,DEV_019,Perth,False,False,1872
TXN00447,B002,3412.68,2026-05-24 12:17:00,Payee_078,DIRECT_DEBIT,DEV_013,Brisbane,False,False,3314
TXN00448,B003,5797.69,2026-07-01 15:10:00,Payee_024,BANK_TRANSFER,DEV_005,Sydney,False,False,4767
TXN00449,B001,2354.34,2026-06-23 09:35:00,Payee_007,BANK_TRANSFER,DEV_013,Adelaide,False,False,2225
TXN00450,B003,1951.05,2026-05-31 09:59:00,Payee_050,BPAY,DEV_008,Sydney,False,False,1772
TXN00451,B002,1337.55,2026-05-30 08:22:00,Payee_042,BPAY,DEV_015,Adelaide,False,False,1575
TXN00452,B002,4791.26,2026-06-08 10:38:00,Payee_059,DIRECT_DEBIT,DEV_019,Perth,False,False,4917
TXN00453,B003,2747.87,2026-06-27 09:19:00,Payee_047,BPAY,DEV_009,Sydney,False,True,3344
TXN00454,B002,3385.47,2026-06-23 12:34:00,Payee_002,DIRECT_DEBIT,DEV_016,Perth,False,False,3317
TXN00455,B003,2612.52,2026-07-01 11:56:00,Payee_072,BPAY,DEV_013,Sydney,False,False,2394
TXN00456,B004,2513.4,2026-07-20 11:05:00,Payee_055,DIRECT_DEBIT,DEV_008,Adelaide,False,False,3599
